Image,PSNR,SSIM,LPIPS
0026.png,26.37942098602906,0.884638,0.11878187954425812
0027.png,30.199497704921328,0.94604325,0.2385714054107666
0032.png,29.140298094308207,0.940232,0.09940646588802338
0034.png,26.92896874945197,0.91585827,0.04821453243494034
0036.png,26.06171456960512,0.96261674,0.05996514484286308
AVERAGE,27.74198002086314,0.92987764,0.11298788562417031
