Image,PSNR,SSIM,LPIPS
0026.png,38.08600340521268,0.9831598,0.005309901665896177
0027.png,43.30018826619461,0.9828236,0.03160829842090607
0032.png,44.267311240385226,0.98714733,0.01106660719960928
0034.png,41.165446648797186,0.98791057,0.004689304623752832
0036.png,44.76867559576221,0.98389906,0.013300870545208454
AVERAGE,42.317525031270385,0.98498803,0.013194996491074562
