Image,PSNR,SSIM,LPIPS
0026.png,24.450298549480998,0.809056,0.31288760900497437
0027.png,30.814141365215644,0.9193053,0.2779485583305359
0032.png,32.52434368264738,0.85696197,0.26937630772590637
0034.png,27.990296959228672,0.86914796,0.14184436202049255
0036.png,33.80416902286045,0.9385093,0.09671641886234283
AVERAGE,29.916649915886627,0.8785961,0.2197546511888504
