Image,PSNR,SSIM,LPIPS
0026.png,28.367040205239796,0.90698284,0.10301706939935684
0027.png,35.262293092926605,0.9561041,0.2252884805202484
0032.png,37.328450040237094,0.948926,0.10229519009590149
0034.png,31.889450986433395,0.94292855,0.04288531467318535
0036.png,38.34159770459453,0.96279716,0.06398588418960571
AVERAGE,34.23776640588628,0.9435477,0.10749438777565956
