Image,PSNR,SSIM,LPIPS
0026.png,23.308810540317122,0.75152135,0.296628475189209
0027.png,30.018694162746588,0.91169995,0.2676956057548523
0032.png,31.906612810706655,0.8509093,0.2917012870311737
0034.png,26.627570623370328,0.8456736,0.14776119589805603
0036.png,32.59487357551031,0.9311426,0.10802100598812103
AVERAGE,28.891312342530206,0.8581894,0.2223615139722824
