Image,PSNR,SSIM,LPIPS
0026.png,24.571952373800436,0.8158218,0.3067893385887146
0027.png,31.02177948119385,0.92288536,0.27891916036605835
0032.png,32.646044705111976,0.8603098,0.2700440287590027
0034.png,28.216398032205362,0.8749299,0.138340562582016
0036.png,34.10632139402802,0.940384,0.09557978808879852
AVERAGE,30.11249919726793,0.8828662,0.21793457567691804
