Image,PSNR,SSIM,LPIPS
0026.png,25.04776893428648,0.8472746,0.18274997174739838
0027.png,29.588672872958863,0.9339985,0.24813427031040192
0032.png,28.932814467125905,0.9147954,0.15824908018112183
0034.png,26.323897510279405,0.89350146,0.07332247495651245
0036.png,26.144129864855522,0.9544527,0.07024497538805008
AVERAGE,27.207456729901235,0.90880454,0.14654015451669694
