Image,PSNR,SSIM,LPIPS
0026.png,36.360843504722766,0.98141974,0.006561941467225552
0027.png,42.33710066876661,0.9823858,0.02696068584918976
0032.png,44.145408097906156,0.98703164,0.009508725255727768
0034.png,40.086412459616184,0.9870298,0.004606736358255148
0036.png,44.359690980954156,0.9838316,0.013454346917569637
AVERAGE,41.45789114239317,0.9843397,0.012218487169593572
