Image,PSNR,SSIM,LPIPS
0026.png,28.254475472444227,0.9358879,0.016252383589744568
0027.png,31.165480393651745,0.96684426,0.04566434770822525
0032.png,29.633602711492742,0.9760285,0.02156599424779415
0034.png,27.636607205615668,0.94517154,0.01279805414378643
0036.png,26.244999349016002,0.97722363,0.02348296344280243
AVERAGE,28.58703302644408,0.9602312,0.023952748626470566
