Image,PSNR,SSIM,LPIPS
0026.png,25.312831059888133,0.8540774,0.17696413397789001
0027.png,29.704980575851025,0.93645173,0.2403888702392578
0032.png,28.842876375215507,0.91730136,0.14474061131477356
0034.png,26.464727663977442,0.8973368,0.06891946494579315
0036.png,25.960278943711714,0.95587724,0.0674787163734436
AVERAGE,27.257138923728764,0.91220886,0.13969835937023162
