Image,PSNR,SSIM,LPIPS
0026.png,23.150507376898794,0.7672138,0.3082777261734009
0027.png,28.444367571998818,0.9080035,0.297080397605896
0032.png,28.568430364501978,0.849772,0.2763909101486206
0034.png,25.107359979301698,0.8363662,0.14417511224746704
0036.png,27.795550148102542,0.9350819,0.09549066424369812
AVERAGE,26.613243088160765,0.85928744,0.22428296208381654
