Image,PSNR,SSIM,LPIPS
0026.png,29.13830623119193,0.92281896,0.12112542986869812
0027.png,35.339488323683256,0.9585908,0.23424161970615387
0032.png,37.271088691479186,0.94725394,0.09998825192451477
0034.png,33.09884372348697,0.9531327,0.04634075611829758
0036.png,38.63349673092618,0.9666383,0.056803446263074875
AVERAGE,34.69624474015351,0.949687,0.11169990077614785
