Image,PSNR,SSIM,LPIPS
0026.png,23.07379573797288,0.75176686,0.3348022401332855
0027.png,28.133707591607795,0.9016288,0.2934352159500122
0032.png,27.857716830735807,0.837521,0.29731178283691406
0034.png,24.929516235623424,0.8190554,0.16326110064983368
0036.png,25.3985722481604,0.9290986,0.1051487922668457
AVERAGE,25.87866172882006,0.8478142,0.23879182636737822
