Image,PSNR,SSIM,LPIPS
0026.png,30.041780645698086,0.93439656,0.09179012477397919
0027.png,36.22196716901894,0.9629879,0.2296716868877411
0032.png,38.13158688468341,0.9556985,0.07877843081951141
0034.png,34.074678644656984,0.9609205,0.0358395054936409
0036.png,39.562740935901594,0.9699295,0.051975153386592865
AVERAGE,35.6065508559918,0.95678663,0.09761098027229309
